Q1-Location,Q2-Price,Q3-Rooms,Q4-Other rooms,Q5-Bathrooms,Q6-Car Parks,Q7-Property Type,Q8-Furnishing,Q9-Size
22,8840000,4,1,5,3,3,2,5200
5,650000,1,1,1,1,1,1,721
24,960000,1,1,2,,1,1,840
22,4700000,5,1,6,,7,2,4000
11,650000,3,,,2,11,3,1015
11,600000,2,,2,,12,4,930
19,680000,3,1,3,,11,,1345
11,1050000,2,,3,2,1,2,1583
11,4380000,7,,6,,4,2,3100
34,3850000,5,,5,,9,1,5500
1,980000,1,,1,1,10,1,764
32,399000,3,,2,2,10,2,841
58,558000,3,,2,1,1,3,753
32,430000,3,,3,2,11,2,1267
4,160000,2,1,1,,48,2,570
4,1650000,5,1,5,,8,2,5000
49,600000,3,,3,,6,2,1075
4,3800000,8,,6,,7,2,10000
1,1250000,2,,2,1,11,1,1056
15,1230000,3,1,3,2,11,1,1800
7,3300000,4,1,5,,4,2,3200
5,630000,3,1,3,2,3,1,1293
22,5150000,8,,5,,7,2,11685
22,3850000,5,1,5,,7,2,5400
22,1550000,8,,9,,26,1,
2,7800000,,,,,2,,12000
10,2250000,4,1,5,3,11,2,3498
2,4600000,4,1,4,4,30,2,6700
29,3688000,5,,6,5,7,2,5403
34,2630000,5,2,4,6,19,2,22
5,488000,1,1,1,1,1,3,667
5,488000,1,1,1,1,1,3,791
14,360000,3,,2,1,1,1,950
14,360000,3,,2,1,1,1,950
14,335000,3,,2,1,1,3,950
14,340000,3,,2,1,1,1,950
12,1100000,2,1,3,2,11,,1378
14,420000,3,,2,,1,2,950
10,1400000,3,1,4,1,11,2,2335
1,2888000,3,1,4,3,3,1,2809
1,1750000,4,1,5,2,11,2,2315
5,570000,2,,2,2,11,2,1032
1,1000000,3,,2,,1,1,831
27,3500,3,1,3,2,11,1,1293
1,1250000,1,1,1,1,10,1,880
1,2300000,2,1,2,1,10,1,1325
1,1250000,1,,1,1,10,1,850
1,1190000,1,1,1,1,10,1,880
6,1390000,3,1,3,,6,2,24
5,1080000,4,,3,2,3,2,1513
5,1080000,4,,3,2,3,2,1513
5,1080000,4,,3,2,3,2,1513
5,1080000,4,,3,2,3,2,1513
5,1400000,5,1,4,4,3,2,1930
5,1400000,5,1,4,4,3,2,1930
5,1400000,5,1,4,4,3,2,1930
5,1400000,5,1,4,4,3,2,1930
5,1080000,4,,3,2,3,2,1513
5,1400000,5,1,4,4,3,2,1930
22,5000000,7,1,6,4,2,2,5270
11,1900000,3,1,4,2,11,1,2038
12,1550000,3,,3,1,32,,1900
12,1600000,3,,3,2,32,2,1900
12,1950000,3,,3,2,23,2,2000
1,1506300,2,,1,1,10,1,1020
12,1550000,3,1,3,2,3,1,1800
6,8000000,6,1,8,6,7,2,8000
11,4700000,5,,5,2,7,2,5230
1,2880000,4,1,5,2,1,1,3383
1,2480000,3,,4,2,3,1,3335
1,940000,1,,1,1,10,1,764
1,1470000,2,,2,1,14,1,1399
1,1880000,2,1,2,1,1,1,1299
1,2000000,4,1,5,2,3,2,2315
1,1650000,3,1,4,2,3,2,2098
1,2950000,4,1,4,3,3,2,3800
23,2100000,2,1,3,1,1,1,1614
23,1950000,2,1,2,1,1,1,1442
23,2600000,2,1,2,1,1,1,1442
1,2480000,3,1,4,3,1,1,1804
1,1200000,1,,1,1,11,1,872
1,1780000,2,,2,1,11,1,1187
1,1380000,1,,1,1,11,1,872
1,4850000,4,1,6,2,1,1,3300
1,1934400,3,,2,1,10,1,1300
1,4800000,4,,5,2,11,1,4488
23,5450000,4,2,5,2,22,2,6769
1,2900000,3,1,4,2,1,1,3000
1,2600000,3,1,4,2,1,1,3000
1,6950000,6,1,6,4,36,1,6600
1,4650000,6,1,6,4,27,1,4400
1,3800000,4,1,4,2,11,2,3358
1,5500000,4,1,5,2,27,2,4400
1,2680000,2,,2,1,11,1,1646
1,2318000,3,2,4,1,1,2,2208
1,1750000,3,2,4,1,1,2,2208
1,7600000,3,2,4,2,3,2,3218
1,5570000,3,1,3,2,12,1,2228
1,8680000,3,2,4,2,11,2,3218
1,4418925,4,,4,3,14,3,3101
1,2116125,3,,3,2,14,3,1485
1,2942625,3,1,4,3,14,3,2065
14,870000,3,1,4,2,12,2,1600
2,5200000,4,,4,,7,,9600
11,4650000,6,1,6,,30,2,4224
2,9980000,4,1,5,,7,2,10000
10,3200000,,,,,53,,
11,4200000,5,1,5,,8,2,3000
22,3700000,4,1,4,,7,2,4500
22,6800000,5,1,6,,30,,4500
22,6500000,5,,4,,7,2,6800
2,3900000,3,1,4,,7,,4800
2,2500000,3,1,3,,18,2,2500
2,6500000,5,,5,,7,1,7000
2,22500000,8,,12,,7,1,15000
2,16500000,5,,6,,7,2,
11,2280000,4,1,6,3,3,2,2767
5,840000,3,1,3,2,12,2,1335
1,1355000,2,,2,2,11,1,871
1,1120000,1,,1,1,11,1,630
16,330000,3,,2,2,12,3,800
2,3000000,5,,5,4,19,2,1800
1,1355000,2,,2,2,11,1,871
11,850000,3,,2,2,12,1,1292
11,2600000,4,1,6,3,3,1,3318
11,850000,3,1,2,2,12,1,1550
11,870000,3,,2,1,12,1,1320
21,380000,4,,2,2,11,,950
21,1700000,6,,6,2,24,3,2459
32,825000,3,,2,2,11,4,1335
18,2334400,5,1,6,,2,2,3821
3,425000,3,,2,,11,4,1326
11,670000,3,1,3,2,11,1,1238
11,680000,3,1,3,2,11,2,1350
31,605000,2,,2,1,1,2,950
41,848000,4,1,3,2,6,2,
12,3200000,5,1,7,,15,2,5448
12,3700000,5,1,5,4,15,1,4306
10,2280000,3,1,4,4,13,1,2400
10,1960000,3,2,4,,11,1,2207
14,760000,4,,4,2,3,1,1483
11,1550000,3,1,4,2,11,2,1496
4,368000,2,,2,1,10,3,
2,6500000,5,,5,,7,2,7472
34,2950000,5,,3,2,14,2,3570
1,2750000,3,1,4,3,14,1,3100
11,1500000,3,1,3,2,11,1,1909
21,520000,3,1,2,2,1,,1059
21,400000,3,,2,2,1,,842
21,415000,3,,2,2,1,,842
21,400000,3,,2,2,1,,842
4,668000,4,,2,2,11,1,1461
32,790000,3,,2,2,11,,1382
32,1450000,3,1,4,2,11,,2217
32,780000,3,,2,2,11,,1382
18,1500000,3,1,4,,29,,2400
12,1395000,2,,2,,11,,1292
11,568000,1,,2,1,3,,798
1,1780000,3,2,5,2,11,1,2315
15,558000,1,,1,,1,,563
58,750000,3,1,,2,11,,1260
1,12600000,4,1,5,4,22,3,4284
15,538000,1,,1,,1,,563
11,2500000,4,1,6,2,30,1,3800
4,310000,3,,2,1,5,1,754
4,1100000,5,,4,,19,2,3001
11,850000,3,,2,1,11,1,1218
11,1450000,3,1,4,3,3,1,2163
4,1100000,3,1,3,,19,2,3001
11,3500000,4,1,5,3,3,,4090
11,1410000,2,,2,1,1,1,1414
2,4400000,4,1,3,4,2,,6200
3,1250000,5,1,4,3,12,1,2700
43,750000,3,1,2,3,3,2,1271
12,1550000,3,1,4,2,11,,1777
5,475000,3,1,2,2,12,2,1231
5,510000,3,1,2,2,12,2,1231
18,1900000,5,1,7,,4,,3200
13,600000,1,1,1,1,1,3,648
13,520000,1,,1,1,1,1,515
25,450000,1,,1,,1,1,500
27,620000,3,1,2,2,12,2,1450
25,739888,2,,2,1,10,1,860
45,1150000,4,1,4,,12,2,1588
20,930000,,,,1,12,1,913
27,818000,3,1,3,2,11,1,1711
14,620000,2,,2,,12,2,764
36,790000,4,1,3,3,3,1,1491
36,630000,3,,2,2,12,2,1196
14,650000,2,,2,,11,1,764
16,1480000,4,1,5,,15,3,3216
16,1750000,4,1,4,,24,1,96120
16,1380000,4,1,4,,15,2,1500
50,288000,3,,2,1,5,3,750
50,378000,3,,2,1,12,2,1256
21,840000,4,,3,,54,,1650
15,455000,3,1,3,2,3,2,1400
3,425000,1,1,1,1,14,2,800
3,425000,1,1,1,1,14,2,700
16,615000,2,1,2,2,10,1,1025
22,1680000,3,,2,1,11,1,1756
29,2580000,4,1,3,2,8,2,4500
29,550000,3,,2,1,12,3,1250
4,1400000,3,1,3,2,18,3,2950
1,3560000,1,1,2,2,1,2,1507
21,390000,2,,2,2,14,1,856
19,530000,3,,2,2,1,3,948
1,3616000,3,1,4,2,14,2,3897
32,680000,2,1,3,2,6,,1200
1,5000000,4,1,5,4,11,1,5019
5,1520000,4,,4,3,11,2,2021
19,540000,3,,2,2,12,3,1062
27,578610,3,,2,2,12,2,986
33,2700000,6,1,8,,8,2,3909
33,3500000,6,1,8,,30,2,6800
2,7380000,6,1,8,,2,3,11888
5,1000000,3,,3,2,1,,1339
23,2421000,2,1,3,2,1,,1677
5,1590000,4,1,,2,8,3,3250
5,630000,3,,2,2,11,2,1232
11,1100000,3,1,,,11,1,1605
12,950000,1,1,1,1,11,1,969
11,1180000,4,,3,,3,2,2036
1,1030000,2,,2,1,14,1,880
1,1020000,2,,2,1,14,1,880
11,1710000,3,1,4,2,11,2,2038
1,1010000,2,,2,1,14,1,880
1,1000000,2,,2,1,14,1,880
1,1238800,3,1,3,1,14,1,1500
1,1386000,1,,1,,14,1,582
17,1200000,2,,2,1,1,,915
17,2200000,3,,3,1,1,1,1345
14,640000,4,,4,2,3,3,1454
14,350000,2,,2,1,1,2,656
14,350000,2,,2,1,1,2,656
31,509888,3,,2,2,12,1,1130
16,588000,3,,2,2,3,2,1427
16,598000,3,,2,2,3,2,1427
16,510000,3,,2,3,3,2,1074
11,3100000,5,2,7,,3,2,4530
11,660000,1,,1,1,1,1,672
11,1800000,4,1,6,3,11,1,2747
11,2900000,4,1,6,3,11,2,3317
18,3280000,5,1,6,4,23,2,5145
11,542700,1,,1,,1,4,678
28,12500000,8,,8,4,2,1,10500
33,1726560,,,,,33,3,9592
37,4006759,,,,,33,,18212.54
6,4380000,4,1,6,3,1,2,3832
1,2050000,3,1,3,2,14,1,1800
34,3280000,5,1,6,,8,2,3600
30,2500000,4,1,6,2,30,1,3800
11,2000000,5,1,5,3,3,2,3122
19,900000,3,,3,1,12,2,1237
11,850000,1,1,2,1,12,1,1000
14,360000,3,,2,1,1,1,950
3,3600,2,,2,1,1,1,997
11,2700,1,,1,1,1,1,804
11,685000,2,,2,1,1,1,889
11,930000,3,,2,2,14,1,1297
11,928000,2,,2,1,38,3,873
11,1280000,3,1,3,,1,1,1698
11,2850000,5,2,7,,3,2,4530
11,4300000,4,2,6,,11,2,4690
11,1700000,4,1,5,,3,1,2513
34,2700000,4,1,6,3,3,2,3660
11,3500000,5,1,6,4,3,2,4880
11,12000,4,1,6,,11,2,3662
11,4600000,4,2,7,5,3,1,6500
4,240000,3,,2,,25,3,650
3,1830000,5,,4,,3,1,3020
1,1480000,1,,2,1,12,1,989
1,2240000,3,,3,1,10,1,1496
1,4800000,4,1,5,2,14,1,3300
6,3250000,4,2,4,,18,2,5030
26,1250000,6,,6,,15,2,22
29,450000,3,,2,2,11,2,900
18,3300000,5,1,6,4,8,2,4608
5,535000,3,,3,2,12,,1003
3,4500000,5,,4,4,8,2,
3,5000000,5,1,5,4,8,2,
30,850000,3,,2,2,12,2,1300
4,395000,3,,2,1,11,,910
4,738000,4,,3,2,6,2,22
29,708000,3,,2,,3,1,1278
19,558000,3,,2,,3,2,1161
20,1900000,4,,5,3,3,2,2906
4,4680000,7,,6,,9,2,12000
5,868000,2,,2,2,10,2,1025
1,715000,1,1,1,1,1,1,642
1,1930000,3,1,2,1,16,1,1426
27,870000,3,1,3,2,3,2,1733
8,495000,3,,2,2,12,2,1064
8,3650000,7,,7,5,8,1,40
8,1380000,6,,4,,15,2,22
4,1600000,,,,,43,,8191
4,2900000,6,,6,,7,3,6800
4,1180000,4,1,3,,1,2,2100
19,985000,3,,3,1,12,1,1187
17,12000000,,,,,53,,15618
4,3700000,5,1,5,,8,2,40
43,2050000,8,,6,,4,,8316
4,4000000,4,,4,,2,2,6850
1,1180000,1,1,1,1,1,1,635
34,4580000,5,1,4,,4,2,40
4,1080000,4,1,3,,18,2,49
56,664224,3,,2,2,14,2,1121
5,5380000,6,,6,,2,2,7000
50,3400000,4,,5,,8,,34
4,2380000,,,,,53,,8194
4,2550000,,,,,9,,10500
4,930000,7,,4,,6,2,22
4,399000,3,,2,1,12,2,1060
4,319000,3,,2,1,12,2,987
4,528000,3,1,2,2,12,2,1044
33,688000,2,,2,1,10,1,850
4,1779560,,,,,33,,10468
24,1180000,2,,2,1,10,1,1070
4,2300000,6,,5,,9,2,6000
17,10000000,5,2,5,,7,1,10400
4,3400000,6,,5,,7,1,6000
27,298000,3,,2,1,12,4,900
14,510000,3,1,2,1,1,2,933
29,303000,3,,2,1,12,2,714
40,490000,3,,2,1,11,3,
14,650000,3,,2,2,1,2,
50,303750,,,,,11,,1009
20,1080000,3,,2,1,11,1,1436
17,450000,3,,2,1,11,2,865
14,510000,3,1,2,1,14,2,933
29,1248000,4,,3,,6,3,1870
14,550000,2,,2,1,1,1,680
20,2200000,3,1,5,2,10,2,1873
20,5047350,4,,6,,14,4,2982
20,5166950,4,1,6,,14,3,3283
20,5129000,4,,6,,14,3,3143
20,4718450,4,,6,,14,3,2949
20,1950000,2,1,4,2,10,2,1485
9,2500000,3,1,3,3,3,2,1744
12,5300000,4,1,5,3,7,,4500
9,2500000,5,,6,,9,,7500
31,600000,3,,2,2,1,2,1125
11,1900000,3,1,4,2,3,1,
66,8000000,7,,7,,2,,18687
1,1450000,1,,1,1,1,1,923
20,2150000,2,1,3,1,1,2,1625
1,1967750,4,1,5,,11,1,2315
1,2300000,2,,2,1,1,,1076
1,3400000,2,,2,,1,,1114
1,4375000,2,1,2,2,1,,1786
22,1350000,2,,2,1,1,3,1096
2,1865760,1,1,2,,1,2,1152
1,5000000,3,1,4,,1,,3897
1,1415700,1,1,1,,1,1,850
1,3000000,2,,2,1,1,,1195
1,2300000,1,1,2,1,1,,1076
1,1450000,1,,1,,1,1,923
1,3000000,2,1,2,,1,2,1459
1,2174400,2,,2,,1,1,1300
1,2532600,1,,1,,1,1,1490
17,1600000,2,,2,,1,,1012
22,1439536,2,,2,1,1,1,1076
6,2000000,4,,3,,17,2,1900
4,450000,3,,2,2,12,3,1018
5,538000,3,,3,2,12,2,1003
16,387000,2,,2,2,10,2,650
1,1818500,,,,,11,,2249
11,1750000,4,1,5,,11,1,2735
31,393660,3,,2,,10,,1125
43,486000,,,,,11,,978
50,120000,2,,1,,62,2,550
32,420000,3,1,3,1,11,,1267
3,1350000,3,1,5,2,11,1,1876
3,1038000,3,1,4,2,11,1,1709
3,1038000,3,1,4,2,11,1,1709
3,1169000,3,1,4,2,11,2,2018
3,1140000,3,1,4,2,11,2,2081
33,520000,2,,1,,1,1,948
21,1300000,,,,,4,,
41,348000,3,,2,,1,2,981
41,349999,3,,2,,1,2,903
26,478000,4,,2,4,56,3,1430
26,440000,4,,2,,57,2,1430
15,419999,3,,2,,11,2,1100
15,418000,3,,2,,11,2,1050
15,400000,3,,2,1,3,2,1100
26,440000,3,,2,2,54,2,1430
26,450000,4,,2,,57,2,1430
26,450000,3,,2,,57,2,1430
15,420000,3,,2,,11,2,1050
15,400000,3,,2,,11,2,1050
33,900000,3,1,3,2,14,2,1570
14,530000,3,,2,1,3,3,1350
14,410000,3,,2,1,12,2,1010
47,395000,3,,2,1,3,2,912
11,1300000,4,,3,,11,2,2174
11,1300000,4,,3,,11,2,2174
11,1300000,4,,3,,11,2,2174
52,12800000,,,,,33,,66000
3,1600000,4,1,3,3,11,2,3020
3,1600000,4,1,3,3,11,2,3020
3,1130000,5,,4,3,11,2,1799
30,340000,3,,2,1,5,2,1049
1,1818500,4,,3,,11,,2249
4,490000,3,,2,2,11,3,1018
23,2599,4,,2,,11,1,1211
33,630000,2,,2,1,10,2,850
21,930000,3,1,3,2,11,,1524
21,1100000,3,1,3,2,3,,1746
21,950000,3,1,3,2,3,3,1680
21,950000,4,,3,2,11,,1680
21,830000,3,1,3,,11,,1440
21,800000,3,,3,2,11,3,1368
21,830000,3,,3,2,11,3,1440
21,1071630,3,,3,,11,,1746
21,1436000,4,,3,,11,,2646
5,485000,3,,2,1,5,2,1116
5,1880000,4,1,5,4,3,2,2400
5,960000,3,1,3,2,3,2,1440
5,455000,2,1,2,1,31,1,1018
5,470000,3,,2,1,31,2,1018
5,1150000,5,1,4,2,19,2,2270
14,290000,3,,2,1,31,2,850
5,695000,4,,3,,31,3,2000
5,465000,3,,2,1,5,2,1000
5,1110000,3,,2,2,14,2,1254
5,440000,3,,2,1,31,2,1018
5,720000,3,,2,2,14,3,969
5,1488000,3,1,3,2,3,2,1700
5,500000,2,,1,1,10,2,667
37,3600000,6,,6,2,2,1,5800
37,1400000,4,1,3,1,17,2,3000
37,3850000,6,1,4,3,2,1,4900
5,1500000,5,1,5,2,32,2,3100
5,1500000,4,1,4,2,32,2,2800
5,2350000,6,1,5,2,23,1,4600
5,980000,3,1,2,2,11,2,1513
5,1144000,3,,1,2,11,1,1508
5,1300000,3,1,3,2,11,2,1700
5,3600,3,1,3,2,11,2,1420
5,1350000,3,1,3,2,11,2,1420
5,975000,3,1,3,2,11,2,1440
5,1350000,4,,3,2,11,2,1678
5,650000,2,,2,2,1,3,791
5,495000,1,1,1,1,10,2,667
5,2600000,5,,6,4,12,2,4100
5,688000,1,1,1,1,1,2,721
5,720000,2,,2,,14,3,855
5,1780000,3,,3,2,3,2,2700
5,2800000,4,,5,,74,3,4344
1,1800000,4,1,5,2,11,1,2615
33,640000,2,,2,1,10,1,856
33,1180000,3,,2,2,14,1,1211
33,750000,3,,2,2,10,2,950
33,950000,3,,3,2,10,2,1200
5,535000,3,,2,2,12,3,1003
1,1150000,1,,1,,1,,1103
58,25300000,,,,,43,,42170
58,2080000,5,,4,3,8,2,3568
6,2300000,,,,,53,,8762
33,600000,3,,2,1,3,2,1485
10,16800000,5,2,6,5,9,2,10900
10,6900000,6,1,6,6,7,2,7800
2,6980000,5,2,6,3,7,2,7000
10,8500000,4,1,6,,9,2,20560
51,8000000,5,2,7,6,7,2,8000
10,6200000,5,1,6,4,9,2,4200
2,12500000,6,1,8,6,7,1,8000
22,16900000,5,2,6,6,7,2,21000
2,7000000,4,1,3,,7,2,6000
21,676000,3,1,3,2,12,2,1362
5,580000,3,,2,2,12,2,1073
23,560000,3,,2,2,11,,1567
2,4480000,7,,7,5,2,,6360
23,470000,3,,1,2,11,2,1196
29,575000,3,,2,1,11,,1216
1,1000000,2,1,2,,10,1,811
1,800000,2,1,2,1,10,2,744
1,880000,2,,2,,10,1,777
1,980000,2,,2,,10,1,777
1,1000000,2,1,2,1,10,1,811
1,1050000,2,1,2,1,14,1,820
33,1950000,3,1,3,3,28,2,1653
11,3000000,5,1,5,2,4,3,4284
43,561100,,,,,11,,1879
3,480000,3,,2,1,11,2,1100
3,480000,3,,2,1,11,2,1100
27,798000,5,1,6,2,36,3,2387
3,520000,3,,2,2,11,3,1100
3,488000,3,,2,1,11,,1100
3,560000,3,,2,4,11,1,1100
26,268000,3,,2,,62,3,896
3,568000,3,,2,1,11,1,1100
11,1930000,5,1,7,2,15,2,4100
43,1930000,5,1,7,2,32,2,2400
11,1820000,4,1,4,2,11,,2163
1,1200000,2,1,2,,1,1,744
1,970000,3,1,3,1,11,1,1453
1,680000,2,,2,1,11,1,907
1,1200000,2,,2,1,1,1,1044
1,1100000,2,,1,1,1,1,1141
1,1100000,1,,1,1,11,1,850
1,1200000,2,,2,2,11,1,1065
11,498200,,,,,1,,1010
27,225000,3,,2,,48,1,876
22,1100000,3,,3,1,12,1,1248
11,860000,3,,2,,11,2,1390
9,4669000,4,1,4,2,11,3,3531
9,4200000,4,1,4,2,11,3,3563
9,5238000,4,1,4,2,11,1,3563
14,746000,3,1,2,2,14,2,1094
33,2700,2,,2,,12,2,1400
11,630000,2,,2,,11,,931
4,670000,5,,3,,17,2,22
21,430000,3,,2,1,10,2,1095
21,390000,3,,2,1,10,3,1009
21,360000,2,,2,2,10,3,859
11,1200000,3,1,3,2,11,,1641
21,570000,3,,2,2,1,2,1260
21,550000,3,,2,2,1,3,1260
11,2890000,5,1,7,3,11,,3729
11,2850000,4,1,6,,11,,3668
33,720000,2,,2,1,1,,953
66,10730000,,,,,33,,37000
11,660000,1,,1,,10,1,743
5,480000,2,,2,1,5,1,996
8,450000,3,,2,1,12,1,1120
9,3300000,4,1,6,2,11,3,3563
2,7231000,4,2,6,6,22,2,4478
2,2020000,2,1,3,2,1,2,1668
2,1620000,1,1,2,1,1,2,1194
9,6500000,4,1,6,4,36,3,6491
9,7234000,4,1,6,4,36,3,5834
9,7150000,4,1,6,4,36,3,5834
4,678000,4,,3,2,17,2,1080
60,835000,4,,3,2,6,,
1,2210000,2,,2,2,11,1,1464
4,900000,4,,3,4,6,2,
4,588000,4,,2,1,11,2,1461
4,598000,4,,2,1,11,2,1461
47,400000,,,,,4,,4510
31,168000,2,,1,,48,3,720
21,430000,3,,2,2,11,2,1182
21,600000,3,1,2,,11,2,1550
21,545000,4,,2,,11,2,1313
21,578000,4,,2,,11,2,1313
21,500000,4,,2,,11,2,1328
21,580000,4,,2,,11,2,1313
4,538000,3,,2,2,3,1,1300
5,20000000,,,,,33,,5.3
1,850000,2,,1,,1,1,850
14,568000,3,,2,1,11,1,
4,246400,1,,1,1,25,,452
11,680000,2,1,2,1,11,1,
26,750000,3,1,2,3,14,2,1292
3,980000,3,,2,2,11,2,1451
11,1120000,4,1,3,,1,1,1650
5,1000000,3,,2,2,1,1,1170
3,1150000,3,1,2,2,11,2,1799
19,640000,4,,3,2,11,3,1630
19,525000,3,,2,2,11,2,1363
14,600000,2,,2,2,1,1,716
5,2380000,5,,6,3,23,2,3272
4,348000,3,,2,1,5,3,820
4,790000,4,,3,,6,2,22
7,648000,2,,2,2,12,1,1025
4,468000,3,,2,2,10,1,950
4,350000,3,,2,1,31,1,840
3,465000,2,1,2,1,3,2,1326
5,2600000,4,,4,3,11,2,3260
16,358800,3,,2,1,1,1,800
16,458800,3,,3,1,1,1,1045
16,358000,3,,3,1,1,1,800
16,348000,2,,2,1,1,1,800
16,358000,3,,3,1,1,1,800
16,358800,3,,2,1,1,1,800
16,358800,3,,2,1,1,1,800
39,850000,1,,1,,11,2,657
29,520000,3,,2,1,12,2,915
9,3550000,4,1,5,,11,2,3628
9,4921000,4,1,5,,11,2,4921
9,3980000,3,1,4,,3,2,4327
34,3500000,5,1,6,4,2,,6329
11,1550000,4,1,4,3,11,,2163
21,510000,3,,2,1,60,2,1113
21,315000,2,,1,1,5,2,600
40,130000000,,,,,43,,5.7
21,1300000,,,,,53,,6017
21,435000,3,,2,1,12,1,1207
21,5500000,,,,,43,,2.38
58,8350000,1,,1,1,43,3,13928
23,2800,4,,2,1,3,1,1211
19,430000,3,,2,2,14,3,850
32,505000,3,,2,2,1,,850
21,1650000,3,1,4,4,44,2,2282
29,519000,2,,2,1,12,2,1044
29,440000,1,,1,1,13,1,698
15,570000,3,,2,1,11,1,1500
15,628000,3,,2,1,11,2,1200
15,640000,3,,2,1,11,2,1015
15,1090000,3,1,4,2,11,1,1800
43,1260000,4,,3,,17,2,2800
26,690000,3,,2,,54,2,1760
33,625000,2,,1,,1,,948
15,370000,3,,2,1,5,2,1221
21,330000,3,,2,1,25,2,862
23,850000,3,,2,,1,1,975
11,3000000,4,1,5,,11,2,4000
11,1400000,3,1,4,,11,2,1927
21,455000,2,,2,1,11,2,900
6,2745000,3,1,3,,22,2,2141
4,4980000,6,1,6,,9,2,12000
4,4080000,8,,8,,7,1,7000
4,3180000,5,1,5,,2,1,6000
4,2880000,6,,6,,7,3,6800
4,2350000,6,,5,,9,2,5600
21,590000,3,1,3,2,11,2,1417
6,1066000,1,,1,,10,2,840
12,7120000,,,,,47,,11300
28,5880000,,,,,33,4,10600
21,2400000,5,,4,4,7,2,5651
11,2280000,3,1,3,,11,2,2707
11,1170000,3,1,4,2,11,1,1605
11,2694000,4,1,4,,11,,3169
16,2200000,5,,6,,23,3,3502
16,1700000,5,,6,,24,2,3244
16,3500000,5,1,6,,23,2,5000
16,1600000,4,1,4,,24,2,3244
11,1500000,3,1,4,2,11,,2002
16,2600000,5,1,7,,4,2,4435
15,210000,3,,2,1,48,4,758
11,2150000,3,1,5,3,11,2,2706
6,1350000,3,,2,,3,2,1600
32,170000,2,,1,1,62,2,550
6,1080000,3,,2,1,11,2,1400
21,650000,4,,2,2,14,2,2110
21,420000,4,,2,1,12,2,1272
21,360000,3,,2,1,25,2,903
21,460000,3,,2,2,1,2,1002
32,180000,2,,1,1,62,2,550
6,1380000,3,1,3,,6,2,24
21,428000,3,,2,1,3,2,1200
21,420000,4,,2,1,12,2,1272
19,530000,3,,2,2,14,3,1001
11,1280000,3,1,4,2,11,2,1605
6,5350000,8,,6,,2,,7188
11,718000,1,,1,1,1,,633
4,380000,3,,2,1,11,2,947
21,520000,4,,2,2,11,2,1350
21,580000,4,,2,3,11,2,1600
33,1288000,4,1,4,1,11,,3246
14,350000,3,,2,1,11,2,1100
11,1600000,3,1,3,,11,2,2002
1,1870000,3,,3,2,11,,1232
1,1450000,2,,2,2,11,,871
11,2750000,4,1,5,3,11,2,3660
14,4024000,4,1,5,4,36,1,4024
14,350000,3,,2,,1,2,950
14,540000,1,,1,,1,2,797
17,585000,3,,2,,3,2,1108
4,470000,2,,2,1,1,2,719
43,560000,3,,2,1,12,1,1011
43,430000,2,,1,1,12,1,698
3,1600000,4,1,4,3,11,2,3020
4,940000,3,,2,2,14,3,1272
19,430000,4,,2,2,11,1,1160
21,1900000,3,2,4,4,11,1,2500
43,500000,3,,2,2,11,3,1037
43,549000,3,,2,2,11,1,1011
43,860000,3,,2,2,11,1,1420
4,510000,3,,2,,10,1,719
4,500000,2,1,2,1,14,3,774
11,2400000,4,1,4,3,3,2,3055
4,1050000,1,1,1,1,1,2,915
4,595000,3,,2,,14,,900
41,2990000,4,1,5,5,3,2,6759
16,1800,3,,2,1,11,,937
16,668000,2,1,2,2,1,1,1025
34,4680000,4,1,6,2,61,1,5695
12,2400000,5,1,5,1,15,2,1760
29,640000,3,,2,1,14,2,935
4,1700000,10,,5,,18,2,5000
4,518000,3,,3,30,6,2,1080
4,750000,4,,3,3,21,2,1200
1,3090000,3,1,4,1,1,1,2535
6,1062720,2,,2,,10,,783
11,2690000,4,1,5,,11,2,3169
7,899000,3,,2,2,12,2,1087
49,168000,3,,1,,48,3,650
11,1198000,3,1,3,2,11,1,1756
45,470000,3,,2,,25,,890
11,1750000,3,1,4,2,12,2,2038
11,2738000,4,1,5,2,11,2,3043
11,1650000,3,1,4,2,3,2,1496
21,550000,4,,2,,12,3,1313
1,2360000,3,1,4,2,3,3,2245
1,1998000,3,,2,1,1,1,1650
1,3050000,3,1,4,2,3,3,2906
21,420000,2,,1,,14,3,682
44,1350000,3,,2,,11,1,1367
44,1350000,3,,2,,11,1,1367
44,1356000,3,,2,,11,1,1356
1,4683000,3,1,4,2,3,1,2230
9,1010000,1,1,1,1,1,1,942
43,561100,3,1,4,4,11,,1879
8,2400000,5,,5,,8,1,4000
4,678000,4,,3,2,6,2,1650
1,3180000,3,1,5,2,1,1,1806
33,3800000,6,,6,,7,2,6400
5,1050000,3,1,2,2,11,,2100
2,1280000,3,1,3,3,1,2,1573
10,30000000,7,1,10,,7,2,36000
22,4200000,3,1,5,,3,2,3239
20,2500000,4,2,5,,12,2,3000
44,2800000,3,,2,,3,1,2637
44,1330000,3,1,4,1,3,1,1356
22,5900000,5,1,6,,7,2,6565
29,1450000,4,1,4,2,3,2,2200
2,5800000,5,1,7,4,7,2,8000
1,13000000,4,1,6,6,7,2,13000
22,3886800,3,1,4,2,12,2,3200
29,1550000,4,1,4,2,12,1,2200
22,4200000,4,1,5,3,12,2,3239
29,490000,3,,2,1,12,2,1250
19,174600,3,,2,,6,,506
